int	string	uint	uint	string
FUnique()				PKEY1
排行，按性能高到低排序	显卡名字	天梯分	天梯分	清洗后的显卡名
Index	gpu_name	g3d_mark	g2d_mark	gpu_detail_collected
2157	FirePro 3D V3750	341	467	firepro 3d v3750
2158	GeForce 9600 GSO	341	121	geforce 9600 gso
2159	Radeon HD 8310E	341	187	radeon hd 8310e
2160	Radeon HD 8310E	341	187	radeon hd 8310g
2161	Radeon HD 7660D + HD 7400 Dual	340	448	radeon hd 7660d + hd 7400 dual
2162	Intel HD 4000	339	187	intel hd 4000
2163	Intel HD 4000	339	187	intelhd4000
2164	Radeon HD 8570D + HD 8470 Dual	338	416	radeon hd 8570d + hd 8470 dual
2165	Radeon HD 8570D + HD 8470 Dual	338	416	radeon hd 8570d + 8470 dual
2166	FirePro RG220	335	552	firepro rg220
2167	Radeon HD 6530D	333	138	radeon hd 6530d
2168	Radeon R5 235	333	172	radeon r5 235
2169	Radeon HD 6530D	333	138	radeonhd6530d
2170	GeForce 8800 GS	332	154	geforce 8800 gs
2171	Radeon R5 310	332	545	radeon r5 310
2172	Radeon R5 310	332	545	radeonr5310
2173	Radeon HD 7540D	331	125	radeon hd 7540d
2174	Radeon R4	331	100	radeon r4
2175	Radeon R4	331	100	radeonr4
2176	GeForce 9600 GSO 512	330	79	geforce 9600 gso 512
2177	Radeon HD 7450M	330	441	radeon hd 7450m
2178	Radeon HD 7450M	330	441	radeonhd7450m
2179	FirePro V3800	329	181	firepro v3800
2180	Radeon HD 7600G + HD 7400M Dual	329	147	radeon hd 7600g + hd 7400m dual
2181	Intel UHD Graphics 600	327	97	intel uhd 600
2182	Intel UHD Graphics 600	327	97	inteluhd600
2183	GeForce GT 120 / 9500 GT	325	327	geforce gt 120 / 9500 gt
2184	Radeon E6460	324	225	radeon e6460
2185	GeForce 240M GT	320	434	geforce 240m gt
2186	Radeon HD 7600G	320	99	radeon hd 7600g
2187	RADEON HD6370D	320	312	radeon hd6370d
2188	Radeon HD 7600G	320	99	radeon hd 7600
2189	Radeon HD 7600G	320	99	radeon hd 7600a
2190	GeForce GT 230	319	75	geforce gt 230
2191	Radeon HD 7520G	319	105	radeon hd 7520g
2192	Radeon HD 8280	319	141	radeon hd 8280
2193	Mobility Radeon HD 560v	318	366	mobility radeon hd 560v
2194	Radeon HD 8370D	318	152	radeon hd 8370d
2195	Mobility Radeon HD 560v	318	366	mobility radeon hd 5600/5700
2196	Mobility Radeon HD 560v	318	366	mobilityradeonhd5600/5700
2197	Radeon HD 7520G + 8600/8700M Dual	311	329	radeon hd 7520g + 8600/8700m dual
2198	Radeon HD 7500G	307	100	radeon hd 7500g
2199	Radeon HD 7500G	307	100	radeon hd 7500
2200	Radeon HD 7500G	307	100	radeon hd 7500m/7600m
2201	Radeon HD 7500G	307	100	radeonhd7500m/7600m
2202	Quadro FX 3500M	306	309	quadro fx 3500m
2203	Radeon HD 8350G	304	169	radeon hd 8350g
2204	GeForce 605	303	179	geforce 605
2205	Intel HD P3000	303	87	intel hd p3000
2206	GeForce 605	303	179	geforce605
2207	GeForce GT 520	301	131	geforce gt 520
2208	GeForce GT 610	301	128	geforce gt 610
2209	Radeon R1E	301	179	radeon r1e
2210	GeForce GT 610	301	128	geforcegt610
2211	GeForce GT 520	301	131	geforcegt520
2212	Intel HD 500	299	82	intel hd 500
2213	Radeon HD 6520G	299	82	radeon hd 6520g
2214	Radeon HD 6520G	299	82	radeon hd 6500
2215	Radeon HD 6520G	299	82	radeonhd6520g
2216	Intel HD 500	299	82	intelhd500
2217	GeForce 9700M GTS	298	68	geforce 9700m gts
2218	Radeon HD 7420G	297	114	radeon hd 7420g
2219	Radeon HD 7470	297	162	radeon hd 7470
2220	Radeon R3	297	94	radeon r3
2221	Radeon R3	297	94	radeon hd 8200 / r3
2222	Radeon R3	297	94	radeonr3
2223	Radeon R3	297	94	radmin mirror driver v3
2224	Radeon HD 7470	297	162	asus hd7470
2225	Radeon R5E	296	103	radeon r5e
2226	Radeon R5E	296	103	radeon r5
2227	Radeon R5E	296	103	radeonr5
2228	GeForce 9600M GT / GeForce GT 220M	293	291	geforce 9600m gt / geforce gt 220m
2229	GRID K120Q	293	278	grid k120q
2230	GeForce 610M	292	105	geforce 610m
2231	Quadro FX 3500	292	106	quadro fx 3500
2232	Radeon HD 2900 GT	292	344	radeon hd 2900 gt
2233	GeForce 610M	292	105	geforce610m
2234	GeForce 7800 GTX	291	196	geforce 7800 gtx
2235	IncrediblE HD 3000	291	18	incredible hd 3000
2236	NVS 315	290	186	nvs 315
2237	GeForce 7950 Xtreme	288	288	geforce 7950 xtreme
2238	Intel G965 Express	288	58	intel g965 express
2239	Radeon HD 7450A	288	385	radeon hd 7450a
2240	GeForce GT 415M	286	221	geforce gt 415m
2241	GeForce GT 520M	285	74	geforce gt 520m
2242	Mobile Intel HD	285	164	mobile intel hd
2243	GeForce GT 520M	285	74	geforcegt520m
2244	Mobility Radeon HD 5165	284	362	mobility radeon hd 5165
2245	Mobility Radeon HD 5165	284	362	mobility radeon hd 5145
2246	GeForce GT 520MX	283	53	geforce gt 520mx
2247	Radeon HD 2600 XT	283	371	radeon hd 2600 xt
2248	Radeon HD 7480D	282	121	radeon hd 7480d
2249	GeForce 9600 GS	282	41	geforce 9600 gs
2250	Radeon HD 7480D	282	121	radeonhd7480d
2251	Radeon R5 235X	277	202	radeon r5 235x
2252	Radeon HD 6370M	276	401	radeon hd 6370m
2253	Qualcomm Adreno 630 GPU	274	103	qualcomm adreno 630
2254	GeForce 9650M GS	270	328	geforce 9650m gs
2255	GeForce Go 7900 GTX	270	264	geforce go 7900 gtx
2256	Radeon HD 8280G	270	130	radeon hd 8280g
2257	Radeon HD 8400E	269	119	radeon hd 8400e
2258	Radeon HD 5470	268	298	radeon hd 5470
2259	Radeon HD 7400G	267	109	radeon hd 7400g
2260	Radeon HD 7400G	267	109	radeon hd 7400
2261	Radeon HD 7400G	267	109	radeon hd 7400m
2262	Radeon HD 7400G	267	109	radeonhd7400m
2263	Mobility Radeon HD 550v	266	398	mobility radeon hd 550v
2264	GeForce Go 7950 GTX	264	283	geforce go 7950 gtx
2265	Radeon HD 8490	262	174	radeon hd 8490
2266	Radeon HD 8490	262	174	radeon hd8490
2267	Radeon HD 8490	262	174	radeonhd8490
2268	GeForce 510	260	192	geforce 510
2269	NVS 4200M	260	80	nvs 4200m
2270	Radeon HD 6450A	260	208	radeon hd 6450a
2271	NVS 4200M	260	80	nvs4200m
2272	Radeon HD 6480G	259	79	radeon hd 6480g
2273	Radeon HD 8400	259	78	radeon hd 8400
2274	Radeon HD 8400	259	78	radeon hd 8400 / r3
2275	GeForce 7900 GT	258	160	geforce 7900 gt
2276	Intel HD 3000	256	41	intel hd 3000
2277	Intel HD 3000	256	41	intel hd
2278	Intel HD 3000	256	41	intelhd3000
2279	Intel Q965/Q963 Express	255	50	intel q965/q963 express
2280	Intel Q965/Q963 Express	255	50	intel q965/q963 express chipset family
2281	GeForce 7900 GS	254	68	geforce 7900 gs
2282	Quadro NVS 510M	254	317	quadro nvs 510m
2283	Radeon HD 6370D	254	147	radeon hd 6370d
2284	Radeon HD 8470	252	168	radeon hd 8470
2285	Radeon HD 7640G + 8600M Dual	250	217	radeon hd 7640g + 8600m dual
2286	Radeon HD 8330	250	67	radeon hd 8330
2287	Radeon HD 8330E	250	84	radeon hd 8330e
2288	GeForce GT 415	248	363	geforce gt 415
2289	CARRIZO 9874	247	69	carrizo 9874
2290	GeForce 7900 GT/GTO	247	469	geforce 7900 gt/gto
2291	GeForce 410M	246	124	geforce 410m
2292	GeForce 410M	246	124	geforce410m
2293	GeForce 7800 GT	244	273	geforce 7800 gt
2294	Quadro FX 5500	242	394	quadro fx 5500
2295	Radeon HD 8280E	241	82	radeon hd 8280e
2296	Radeon R2	241	69	radeon r2
2297	Radeon R2	241	69	radeonr2
2298	Radeon HD4650	240	99	radeon hd4650
2299	Radeon HD 6410D	239	118	radeon hd 6410d
2300	Radeon HD 7640G + R5 M230 Dual	239	75	radeon hd 7640g + r5 m230 dual
2301	Radeon HD 8240	239	62	radeon hd 8240
2302	Radeon HD 6410D	239	118	radeon hd 6400m
2303	Radeon HD 6410D	239	118	radeon hd 6400
2304	Radeon HD 6410D	239	118	radeonhd6400m
2305	Mobility Radeon HD 5470	236	362	mobility radeon hd 5470
2306	Quadro FX 4500 X2	236	653	quadro fx 4500 x2
2307	Radeon HD 4550	236	429	radeon hd 4550
2308	Mobility Radeon HD 3670	232	331	mobility radeon hd 3670
2309	Radeon E6465	231	354	radeon e6465
2310	Quadro FX 570	228	93	quadro fx 570
2311	Radeon HD 6470M	228	107	radeon hd 6470m
2312	Radeon HD 6470M	228	107	radeon. hd 6470m
2313	Radeon HD 6470M	228	107	radeonhd6470m
2314	Quadro FX 4500	226	143	quadro fx 4500
2315	Radeon HD 7450	225	146	radeon hd 7450
2316	GT 430	223	325	gt 430
2317	Radeon R5 230	222	255	radeon r5 230
2318	Radeon R5 230	222	255	asus r5 230
2319	Radeon R5 230	222	255	radeon hd r5 230
2320	Radeon HD 7340M	221	160	radeon hd 7340m
2321	Radeon HD 7340M	221	160	radeon hd 7370m
2322	Radeon HD 7340M	221	160	radeonhd7370m
2323	A6 Micro-6500T Quad-Core APU with RadeonR4	220	127	a6 micro-6500t quad-core apu with radeonr4
2324	Quadro FX 880M	220	64	quadro fx 880m
2325	GeForce 320M	219	69	geforce 320m
2326	Mobility FireGL V5725	219	405	mobility firegl v5725
2327	Quadro FX 2500M	218	272	quadro fx 2500m
2328	Radeon HD 4650	216	33	radeon hd 4650
2329	Radeon HD 6320 Graphic	216	159	radeon hd 6320 graphic
2330	Radeon HD 4650	216	33	asus eah4650
2331	Radeon HD 4650	216	33	radeon hd 4600
2332	Radeon HD 4650	216	33	radeonhd4650
2333	Mobility Radeon. HD 5470	215	398	mobility radeon. hd 5470
2334	Mobility Radeon HD 5450	214	320	mobility radeon hd 5450
2335	GeForce GT 220	213	50	geforce gt 220
2336	Intel HD 2000	213	456	intel hd 2000
2337	GeForce GT 220	213	50	geforcegt220
2338	Radeon R2E	212	90	radeon r2e
2339	Radeon HD 2600 PRO	211	337	radeon hd 2600 pro
2340	GeForce Go 7600 GT	210	125	geforce go 7600 gt
2341	GeForce Go 7800 GTX	210	239	geforce go 7800 gtx
2342	GeForce 9700M GT	209	120	geforce 9700m gt
2343	Radeon HD 8250	209	63	radeon hd 8250
2344	Radeon HD 8250	209	63	radeonhd8250
2345	GeForce GT 330M	208	53	geforce gt 330m
2346	Radeon HD 4650 AGP	208	156	radeon hd 4650 agp
2347	Quadro NVS 290	207	55	quadro nvs 290
2348	Radeon HD 6380G	207	97	radeon hd 6380g
2349	Barco MXRT 1450	206	520	barco mxrt 1450
2350	Radeon R3E	206	90	radeon r3e
2351	Intel i gfx-driver-ci-master-9938	206	47	intel i gfx-driver-ci-master-9938
2352	Intel 2nd Generation SandyBridge HD 3000	205	555	intel 2nd generon sandybridge hd 3000
2353	GeForce GT 240M	204	54	geforce gt 240m
2354	GeForce GT 240M	204	54	geforcegt240m
2355	GeForce 7600 GT	202	76	geforce 7600 gt
2356	GeForce 7950 GX2	202	413	geforce 7950 gx2
2357	GeForce 7600 GT	202	76	geforce7600gt
2358	GeForce GT 230M	200	45	geforce gt 230m
2359	Mobility Radeon HD 545v	200	270	mobility radeon hd 545v
2360	Radeon HD 6450	200	120	radeon hd 6450
2361	GeForce GT 230M	200	45	geforcegt230m
2362	Radeon HD 6450	200	120	asus eah6450
2363	Radeon HD 6450	200	120	radeonhd6450
2364	RADEON HD7450	199	215	radeon hd7450
2365	Radeon HD 6320M	198	151	radeon hd 6320m
2366	GeForce GT 120M	196	139	geforce gt 120m
2367	Radeon HD 7340G	196	146	radeon hd 7340g
2368	GeForce 6800 GS	195	121	geforce 6800 gs
2369	Intel Infoshock HD	194	393	intel infoshock hd
2370	Radeon HD 8210E	194	202	radeon hd 8210e
2371	Radeon HD 6430M	193	106	radeon hd 6430m
2372	Mobility Radeon HD 2600 XT	192	329	mobility radeon hd 2600 xt
2373	NVS 5100M	191	79	nvs 5100m
2374	Mobility Radeon HD 4550	191	290	mobility radeon hd 4550
2375	Mobility Radeon HD 4550	191	290	mobility radeon hd 4500
2376	Mobility Radeon HD 4550	191	290	mobility radeon hd 4500/5100
2377	Mobility Radeon HD 4550	191	290	mobilityradeonhd4500
2378	Mobility Radeon HD 4550	191	290	mobilityradeonhd4500/5100
2379	Quadro FX 1500	190	105	quadro fx 1500
2380	Mobility Radeon HD 540v	188	382	mobility radeon hd 540v
2381	Mobility Radeon HD 540v	188	382	mobility radeon hd 5400
2382	Mobility Radeon HD 540v	188	382	mobilityradeonhd5400
2383	Mobility Radeon HD 540v	188	382	radeon hd 5400
2384	Radeon HD 8210	187	48	radeon hd 8210
2385	Radeon HD 8210	187	48	radeonhd8210
2386	Intel 2nd Generation SandyBridge HD	186	178	intel 2nd generon sandybridge hd
2387	Quadro FX 3450/4000 SDI	186	130	quadro fx 3450/4000 sdi
2388	Mobility Radeon HD 5430	181	330	mobility radeon hd 5430
2389	Radeon HD 7310G	181	119	radeon hd 7310g
2390	Barco MXRT 7100	180	659	barco mxrt 7100
2391	FireGL V3600	180	399	firegl v3600
2392	FirePro 3D V3700	179	466	firepro 3d v3700
2393	Radeon HD 6230	179	254	radeon hd 6230
2394	GeForce 7800 GS	177	199	geforce 7800 gs
2395	GeForce Go 7900 GS	176	254	geforce go 7900 gs
2396	Mobility Radeon HD 530v	175	353	mobility radeon hd 530v
2397	Quadro FX 770M	174	65	quadro fx 770m
2398	Radeon HD 7310 - Carte graphique	174	120	radeon hd 7310 - carte graphique
2399	GeForce 9200	173	30	geforce 9200
2400	Quadro FX 1700M	173	135	quadro fx 1700m
2401	Quadro FX 1500M	171	275	quadro fx 1500m
2402	FirePro 2460	170	352	firepro 2460
2403	GeForce GT 325M	170	49	geforce gt 325m
2404	Radeon HDG 4670	170	197	radeon hdg 4670
2405	GeForce GT 120	169	80	geforce gt 120
2406	Mobility Radeon HD 2600	168	267	mobility radeon hd 2600
2407	Radeon HD 7350	168	193	radeon hd 7350
2408	Radeon HD 7350	168	193	asus hd 7350
2409	Radeon HD 7350	168	193	radeonhd7350
2410	Radeon HD 7310M	166	127	radeon hd 7310m
2411	Intel HD manual-gen9_2015-133271	165	119	intel hd manual-gen9_2015-133271
2412	Radeon HD 8350	165	233	radeon hd 8350
2413	Radeon HD 8350	165	233	asus hd8350
2414	GeForce 315	159	56	geforce 315
2415	GeForce 7600 GS	158	55	geforce 7600 gs
2416	GeForce 9500 GS	157	55	geforce 9500 gs
2417	GeForce G200	157	107	geforce g200
2418	Radeon HD 7340	157	56	radeon hd 7340
2419	GeForce 8600 GTS	156	32	geforce 8600 gts
2420	Radeon HD 4300/4500 Serisi	156	347	radeon hd 4300/4500 serisi
2421	Radeon HD 4300/4500 Serisi	156	347	radeon hd 4300/4500
2422	Quadro FX 580	153	52	quadro fx 580
2423	Radeon HD 3670	152	57	radeon hd 3670
2424	Radeon HD 3670	152	57	radeon hd 3600
2425	GeForce 305M	151	149	geforce 305m
2426	Radeon X1950 CrossFire Edition	151	466	radeon x1950 crossfire edition
2427	Radeon HD 3650 AGP	150	155	radeon hd 3650 agp
2428	Quadro FX 3450	149	235	quadro fx 3450
2429	Radeon HD 6320	149	46	radeon hd 6320
2430	S3 5400EW	149	9	s3 5400ew
2431	GeForce Go 7700	148	232	geforce go 7700
2432	Mobility Radeon HD 4350	148	369	mobility radeon hd 4350
2433	FirePro 2270	147	195	firepro 2270
2434	Quadro 400	147	64	quadro 400
2435	ZX Chrome 645/640 GPU	147	220	zx chrome 645/640
2436	GeForce GT 130M	146	35	geforce gt 130m
2437	Intel Q45/Q43 Express Chipset	146	26	intel q45/q43 express chipset
2438	Radeon X1900 GT	146	409	radeon x1900 gt
2439	GeForce 9200M GE	144	61	geforce 9200m ge
2440	Radeon HD 6300M	142	108	radeon hd 6300m
2441	GeForce 6800 GT	142	212	geforce 6800 gt
2442	Radeon HD 6300M	142	108	radeon hd 6300
2443	EG PARK	141	7	eg park
2444	Quadro FX 380	141	96	quadro fx 380
2445	Radeon HD 4290	141	442	radeon hd 4290
2446	RADEON HD 6350	141	171	radeon hd 6350
2447	Radeon X1800 GTO	141	415	radeon x1800 gto
2448	RADEON HD 6350	141	171	radeon hd 6350a
2449	GeForce 8200	140	86	geforce 8200
2450	nForce 760i SLI	140	379	nforce 760i sli
2451	Radeon HD 6290M	140	92	radeon hd 6290m
2452	GeForce 6800 Ultra	139	153	geforce 6800 ultra
2453	Intel Haswell HD - GT2	139	630	intel haswell hd - gt2
2454	NVS 2100M	139	221	nvs 2100m
2455	GeForce Go 6800 Ultra	138	198	geforce go 6800 ultra
2456	Radeon HD 5450	138	149	radeon hd 5450
2457	Radeon HD 8180	138	43	radeon hd 8180
2458	Radeon HD 5450	138	149	radeonhd5450
2459	GeForce 6600 GT	137	67	geforce 6600 gt
2460	GeForce 9650M GT	137	62	geforce 9650m gt
2461	Radeon HD 3450	137	30	radeon hd 3450
2462	Radeon X1900 CrossFire Edition	137	507	radeon x1900 crossfire edition
2463	Radeon HD 3450	137	30	radeon hd 3400
2464	Radeon HD 3450	137	30	radeon hd 3450 - dell optiplex
2465	GeForce 7300 GT	136	36	geforce 7300 gt
2466	GeForce 7300 GT	136	36	geforce7300gt
2467	GeForce 9500 GT	135	36	geforce 9500 gt
2468	Mobility Radeon HD 4330	135	377	mobility radeon hd 4330
2469	Mobility Radeon HD 4570	135	23	mobility radeon hd 4570
2470	Mobility Radeon X1900	135	287	mobility radeon x1900
2471	GeForce 9500 GT	135	36	geforce9500gt
2472	EAH5450	134	216	eah5450
2473	GeForce 7650 GS	134	335	geforce 7650 gs
2474	GeForce 9800 GT 1024MB	134	315	geforce 9800 gt 1024mb
2475	GeForce G102M	134	137	geforce g102m
2476	Radeon R5 220	134	111	radeon r5 220
2477	Radeon R5 220	134	111	radeon r5 200
2478	EAH5450	134	216	asus eah5450
2479	Quadro FX 380 LP	133	114	quadro fx 380 lp
2480	GeForce 9600M GT	132	35	geforce 9600m gt
2481	VIA/S3G C-645/640 GPU	132	83	via/s3g c-645/640
2482	GeForce 505	131	165	geforce 505
2483	GeForce 8700M GT	131	82	geforce 8700m gt
2484	Quadro FX 1600M	131	109	quadro fx 1600m
2485	MOBILITY RADEON X1800	130	247	mobility radeon x1800
2486	RADEON X800 SE	130	384	radeon x800 se
2487	GeForce 9300 / nForce 730i	129	367	geforce 9300 / nforce 730i
2488	Mobility Radeon HD 3650	129	40	mobility radeon hd 3650
2489	Radeon HD 7310	129	45	radeon hd 7310
2490	Mobility Radeon HD 3650	129	40	mobilityradeonhd3650
2491	Radeon HD 7310	129	45	radeon hd 7300
2492	FireGL V7300	128	322	firegl v7300
2493	GeForce 6800 XT	128	150	geforce 6800 xt
2494	GeForce 8400 GS	128	28	geforce 8400 gs
2495	GeForce Go 7600	128	220	geforce go 7600
2496	Quadro NVS 320M	128	109	quadro nvs 320m
2497	Radeon HD 3470	128	75	radeon hd 3470
2498	GeForce 8400 GS	128	28	geforce 8400gs
2499	All-in-Wonder X1900	127	445	all-in-wonder x1900
2500	GeForce 9300	127	385	geforce 9300
2501	Radeon HD 3300	127	373	radeon hd 3300
2502	GeForce 205	126	309	geforce 205
2503	Seria Mobility Radeon HD 3400	125	148	seria mobility radeon hd 3400
2504	GeForce G100	124	47	geforce g100
2505	Quadro FX 1400	124	152	quadro fx 1400
2506	Quadro FX 380M	124	124	quadro fx 380m
2507	Intel Q35 Express	123	26	intel q35 express
2508	Radeon HD 4250	123	408	radeon hd 4250
2509	Radeon HD 6310	123	36	radeon hd 6310
2510	Radeon HD 7290M	123	90	radeon hd 7290m
2511	Intel Haswell HD - GT1	123	492	intel haswell hd - gt1
2512	Intel Q35 Express	123	26	intel q35 express chipset family
2513	GeForce 9500M G	122	172	geforce 9500m g
2514	GeForce GT 220M	122	82	geforce gt 220m
2515	GeForce GT 220M	122	82	geforcegt220m
2516	GeForce 405	121	52	geforce 405
2517	GeForce G210M	121	31	geforce g210m
2518	Radeon HD 2400	121	298	radeon hd 2400
2519	GeForce G210M	121	31	geforceg210m
2520	GeForce 405	121	52	geforce 405m
2521	GeForce 405	121	52	geforce405
2522	GeForce 405	121	52	geforce405m
2523	Radeon HD 2400	121	298	radeonhd2400
2524	Extreme AX850 PRO	120	218	extreme ax850 pro
2525	GeForce 310	120	49	geforce 310
2526	Qualcomm Adreno 540 GPU	120	52	qualcomm adreno 540
2527	Qualcomm Adreno 618 GPU	120	64	qualcomm adreno 618
2528	GeForce 310	120	49	geforce310
2529	GeForce 9600M GS	119	67	geforce 9600m gs
2530	Radeon HD 2400 XT	119	357	radeon hd 2400 xt
2531	RV530 PRO	119	386	rv530 pro
2532	FireMV 2260	117	488	firemv 2260
2533	Mobile Intel 45 Express-Chipsatzfamilie	117	270	mobile intel 45 express-chipsatzfamilie
2534	PHDGD Quantic C3	117	351	phdgd quantic c3
2535	Radeon X1700 Targa Edition	117	255	radeon x1700 targa edition
2536	FireGL V7200	116	348	firegl v7200
2537	Quadro FX 1700	116	40	quadro fx 1700
2538	Radeon X1600 XT	116	356	radeon x1600 xt
2539	GeForce 8600 GT	116	55	geforce 8600 gt
2540	FireGL V5200	115	348	firegl v5200
2541	GeForce 315M	115	44	geforce 315m
2542	GeForce Go 7800	115	209	geforce go 7800
2543	NVS 3100M	115	39	nvs 3100m
2544	RADEON X800 GTO	115	162	radeon x800 gto
2545	Radeon HD 7290	115	49	radeon hd 7290
2546	Radeon HD 7290	115	49	radeon hd 7000
2547	Radeon HD 7290	115	49	radeonhd7000
2548	NVS 300	114	47	nvs 300
2549	Quadro FX 560	114	360	quadro fx 560
2550	Radeon HD 2400 Pro	114	346	radeon hd 2400 pro
2551	FirePro 2260	113	431	firepro 2260
2552	GeForce 6800	113	258	geforce 6800
2553	Radeon X1950 Pro	113	318	radeon x1950 pro
2554	Sapphire RADEON X800 GT	113	274	sapphire radeon x800 gt
2555	Radeon X1950 Pro	113	318	radeon x1950 pro secondary
2556	Intel HD Modded	112	303	intel hd modded
2557	Radeon HD 4200	112	372	radeon hd 4200
2558	FireGL V7350	111	344	firegl v7350
2559	GeForce 310M	111	25	geforce 310m
2560	GeForce 9200M GS	111	55	geforce 9200m gs
2561	GeForce 9300 GS	111	95	geforce 9300 gs
2562	Mobility Radeon HD 3400 Serisi	111	239	mobility radeon hd 3400 serisi
2563	Quadro FX 570M	111	49	quadro fx 570m
2564	GeForce 310M	111	25	geforce310m
2565	GeForce 6800 LE	110	166	geforce 6800 le
2566	Radeon HD 2600 Pro AGP	110	137	radeon hd 2600 pro agp
2567	Radeon HD 4270	110	303	radeon hd 4270
2568	Radeon HD 4330	110	35	radeon hd 4330
2569	VIA/S3G Chrome 645/640 GPU	110	161	via/s3g chrome 645/640
2570	GeForce 8500 GT	108	36	geforce 8500 gt
2571	Quadro FX 370 LP	108	481	quadro fx 370 lp
2572	Radeon HD 6290	107	34	radeon hd 6290
2573	Radeon Infoshock 3000	107	475	radeon infoshock 3000
2574	GeForce G105M	106	40	geforce g105m
2575	GeForce Go 6800	106	205	geforce go 6800
2576	GeForce GT 320M	106	36	geforce gt 320m
2577	GeForce9400M	106	161	geforce9400m
2578	Matrox G200e WDDM 2.0	106	425	matrox g200e wddm 2.0
2579	Radeon X1950 GT	106	279	radeon x1950 gt
2580	GeForce 9450	105	342	geforce 9450
2581	Mobility Radeon X1700	105	228	mobility radeon x1700
2582	GeForce 9500M	104	320	geforce 9500m
2583	GeForce 9500M GS	104	74	geforce 9500m gs
2584	M880G with Mobility Radeon HD 4250	104	270	m880g with mobility radeon hd 4250
2585	Quadro FX 3400/4400	104	239	quadro fx 3400/4400
2586	FireGL V3400	103	353	firegl v3400
2587	GeForce 6800 GS/XT	103	196	geforce 6800 gs/xt
2588	Quadro FX 370 Low Profile	103	492	quadro fx 370 low profile
2589	Radeon HD 4350	103	32	radeon hd 4350
2590	GeForce 8300	102	168	geforce 8300
2591	GeForce 9400	102	79	geforce 9400
2592	GeForce 9400 GT	102	48	geforce 9400 gt
2593	Mobility Radeon HD 2400 XT	102	246	mobility radeon hd 2400 xt
2594	Quadro FX Go1400	102	223	quadro fx go1400
2595	GeForce 9400	102	79	geforce 9400 mod drvsky.com
2596	GeForce 8300 GS	101	161	geforce 8300 gs
2597	Quadro FX 4000	101	78	quadro fx 4000
2598	Quadro NVS 160M	100	36	quadro nvs 160m
2599	Radeon X1600 Pro	99	273	radeon x1600 pro
2600	GeForce 210	98	35	geforce 210
2601	GeForce 8400M GS	98	47	geforce 8400m gs
2602	GeForce 9300GE	98	367	geforce 9300ge
2603	Intel Media Accelerator HD	98	39	intel media accelerator hd
2604	ION LE	98	96	ion le
2605	Mobility Radeon HD 3430	98	260	mobility radeon hd 3430
2606	Mobility Radeon HD 4250	98	280	mobility radeon hd 4250
2607	Radeon 3000	98	414	radeon 3000
2608	RADEON X800 XT	98	271	radeon x800 xt
2609	Radeon 3000	98	414	radeon3000
2610	GeForce 210	98	35	geforce210
2611	GeForce G210	97	38	geforce g210
2612	Mobility Radeon HD serie 4200	97	227	mobility radeon hd serie 4200
2613	Quadro NVS 130M	97	190	quadro nvs 130m
2614	GeForce G210	97	38	geforceg210
2615	Radeon HD 3000	96	264	radeon hd 3000
2616	GeForce 6700 XL	95	243	geforce 6700 xl
2617	MEDION RADEON X740XL	95	228	medion radeon x740xl
2618	Matrox G200eW3 WDDM 2.0	94	316	matrox g200ew3 wddm 2.0
2619	Mobility Radeon HD 3470 Hybrid X2	94	206	mobility radeon hd 3470 hybrid x2
2620	Radeon HD 6250	94	30	radeon hd 6250
2621	FireGL V5100	93	250	firegl v5100
2622	M880G with Mobility Radeon HD 4200	93	260	m880g with mobility radeon hd 4200
2623	Mobility Radeon HD 3470	93	250	mobility radeon hd 3470
2624	Mobility Radeon HD 4270	93	282	mobility radeon hd 4270
2625	Quadro FX 370M	93	334	quadro fx 370m
2626	GeForce 8600 GS	92	100	geforce 8600 gs
2627	GeForce G205M	92	294	geforce g205m
2628	Mobility Radeon X1600	92	236	mobility radeon x1600
2629	nForce 780a SLI	92	425	nforce 780a sli
2630	RADEON X600XT	92	258	radeon x600xt
2631	Mobility Radeon HD 3450	91	247	mobility radeon hd 3450
2632	Mobility Radeon HD 4200	91	260	mobility radeon hd 4200
2633	GeForce 7500 LE	90	69	geforce 7500 le
2634	GeForce 9300M GS	90	31	geforce 9300m gs
2635	Mobility Radeon HD 2400	90	212	mobility radeon hd 2400
2636	GeForce 6610 XL	89	288	geforce 6610 xl
2637	GeForce 8600M GT	89	35	geforce 8600m gt
2638	Quadro FX 360M	87	308	quadro fx 360m
2639	GeForce 6600	86	62	geforce 6600
2640	Quadro FX 350	86	378	quadro fx 350
2641	FireGL V3200	85	236	firegl v3200
2642	GeForce 9300M G	85	242	geforce 9300m g
2643	Radeon X1650 Pro	85	241	radeon x1650 pro
2644	ION	85	19	ion
2645	ALL-IN-WONDER X800 GT	84	186	all-in-wonder x800 gt
2646	GeForce 999 GTX	84	138	geforce 999 gtx
2647	Quadro FX 370	84	385	quadro fx 370
2648	Radeon X1300 PRO	84	313	radeon x1300 pro
2649	RADEON X800 GT	84	423	radeon x800 gt
2650	RADEON X800 GT	84	423	radeon x800 - secondary
2651	RADEON X800 GT	84	423	radeon x800 -secondary
2652	GeForce 9300 GE	83	52	geforce 9300 ge
2653	nForce 750a SLI	83	351	nforce 750a sli
2654	GeForce 7300 GS	82	57	geforce 7300 gs
2655	GeForce 9100	82	345	geforce 9100
2656	GeForce 9300 SE	82	344	geforce 9300 se
2657	Intel G41 Express Chipset	82	21	intel g41 express chipset
