int	string	uint	uint	string	string
3823	Intel Pentium D 830 @ 3.00GHz	532	567	台式机	intel pentium d 830
3824	MT6795MM	618	567	台式机	mt6795mm
3825	"Qualcomm Technologies, Inc MSM8992"	817	567	台式机	"qualcomm technologies, inc msm8992"
3826	Intel Pentium D 830 @ 3.00GHz	532	567	台式机	intel pentium d 3.00ghz
3827	AMD Athlon Neo X2 Dual Core 6850e	456	566	台式机	amd athlon neo x2 dual core 6850e
3828	ARM Cortex-A72 4 Core 2000 MHz	746	566	台式机	arm cortex-a72 4 core 2000 mhz
3829	"Qualcomm Technologies, Inc APQ8053"	1929	566	台式机	"qualcomm technologies, inc apq8053"
3830	AMD Athlon 64 4000+	340	565	台式机	amd athlon 64 4000+
3831	Intel Celeron D 347 @ 3.06GHz	232	565	台式机	intel celeron d 347
3832	Intel Celeron N3050 @ 1.60GHz	595	565	笔记本	intel celeron n3050
3833	ARM FT-2000/4 4 Core 2200 MHz	881	565	台式机	arm ft-2000/4 4 core 2200 mhz
3834	Intel Pentium 2129Y @ 1.10GHz	587	564	笔记本	intel pentium 2129y
3835	ARM Cortex-A15 8 Core 1400 MHz	1160	563	台式机	arm cortex-a15 8 core 1400 mhz
3836	Intel Celeron N3000 @ 1.04GHz	604	562	笔记本	intel celeron n3000
3837	Intel Core i3-380UM @ 1.33GHz	699	562	笔记本	intel core i3-380um
3838	Intel Core i3-380UM @ 1.33GHz	699	562	笔记本	intel core i3 u 380
3839	AMD GX-217GA SOC	782	561	笔记本	amd gx-217ga soc
3840	Intel Pentium T2310 @ 1.46GHz	526	561	笔记本	intel pentium t2310
3841	Intel Pentium T2310 @ 1.46GHz	526	561	笔记本	intel pentium dual t2310
3842	AMD Sempron M120	247	559	笔记本	amd sempron m120
3843	AMD Turion 64 X2 Mobile TL-58	476	559	笔记本	amd turion 64 x2 mobile tl-58
3844	Intel Xeon E7- 2830 @ 2.13GHz	2027	559	台式机	intel xeon e7- 2830
3845	VIA QuadCore C4650@2.0GHz	1352	559	台式机	via quadcore c4650
3846	Intel Core2 Duo T5250 @ 1.50GHz	514	558	笔记本	intel core2 duo t5250
3847	MediaTek MT6797X	2158	558	台式机	mediatek mt6797x
3848	Intel Celeron N2807 @ 1.58GHz	479	557	笔记本	intel celeron n2807
3849	Intel Celeron N3160 @ 1.60GHz	1143	556	笔记本	intel celeron n3160
3850	Rockchip RK3568 EVB1 DDR4 V10 Board	1189	556	台式机	rockchip rk3568 evb1 ddr4 v10 board
3851	ZHAOXIN KaiXian ZX-C+ C4700@2.0GHz	1547	556	台式机	zhaoxin kaixian zx-c+ c4700
3852	Intel Core2 Duo L7400 @ 1.50GHz	516	555	笔记本	intel core2 duo l7400
3853	Intel Atom C2758 @ 2.40GHz	2356	555	笔记本	intel atom c2758
3854	AMD E2-2000 APU	501	555	笔记本	amd e2-2000
3855	MT6755V/W	1640	555	台式机	mt6755v/w
3856	Intel Pentium 4 3.00GHz	318	554	台式机	intel pentium 4 3.00ghz
3857	Intel Atom C2550 @ 2.40GHz	1422	554	台式机	intel atom c2550
3858	AMD Opteron 2220	1106	553	台式机	amd opteron 2220
3859	MT6762	1652	553	台式机	mt6762
3860	AMD Athlon 64 FX-57	517	552	台式机	amd athlon 64 fx-57
3861	AMD Athlon II Neo K345 Dual-Core	527	552	笔记本	amd athlon ii neo k345 dual-core
3862	ARM Cortex-A72 4 Core 2100 MHz	648	552	台式机	arm cortex-a72 4 core 2100 mhz
3863	Intel Celeron M 530 @ 1.73GHz	291	552	笔记本	intel celeron m 530
3864	Mobile Intel Pentium 4 3.33GHz	344	552	笔记本	mobile intel pentium 4 3.33ghz
3865	AMD Athlon II Neo K345 Dual-Core	527	552	笔记本	amd athlon ii neo k345
3866	AMD Sempron LE-1200	349	551	台式机	amd sempron le-1200
3867	Intel Pentium 4 3.06GHz	249	551	台式机	intel pentium 4 3.06ghz
3868	MediaTek MT6763V/V	1523	551	台式机	mediatek mt6763v/v
3869	ROC-RK3568-PC HDMI (Android)	1197	551	台式机	roc-rk3568-pc hdmi
3870	AMD Athlon 5150 APU	1385	550	台式机	amd athlon 5150
3871	ARM Cortex-A72 4 Core 1800 MHz	793	550	台式机	arm cortex-a72 4 core 1800 mhz
3872	MT6763V/B	1557	550	台式机	mt6763v/b
3873	AMD Athlon 5150 APU	1385	550	台式机	amd athlon 5150 with radeon r3
3874	AMD Opteron 6136	3381	549	台式机	amd opteron 6136
3875	Intel Celeron N2920 @ 1.86GHz	926	549	笔记本	intel celeron n2920
3876	AMD Turion Dual-Core RM-70	561	548	笔记本	amd turion dual-core rm-70
3877	MT8168B	1042	548	台式机	mt8168b
3878	AMD E2-3000 APU	726	547	笔记本	amd e2-3000
3879	AMD Opteron 6234	4072	547	台式机	amd opteron 6234
3880	AMD Turion 64 X2 Mobile TL-56	451	547	笔记本	amd turion 64 x2 mobile tl-56
3881	Intel Pentium 4 3.20GHz	337	547	台式机	intel pentium 4 3.20ghz
3882	"Qualcomm Technologies, Inc SDM429"	942	547	台式机	"qualcomm technologies, inc sdm429"
3883	AMD Athlon 64 3400+	317	547	台式机	amd athlon 64 3400+
3884	Intel Core2 Solo U3500 @ 1.40GHz	252	546	笔记本	intel core2 solo u3500
3885	UGOOS UT8 Board	894	543	台式机	ugoos ut8 board
3886	MediaTek MT8768WA	1643	542	台式机	mediatek mt8768wa
3887	Intel Core2 Duo L7300 @ 1.40GHz	513	541	笔记本	intel core2 duo l7300
3888	P22	1802	541	台式机	p22
3889	Intel Atom Z3770 @ 1.46GHz	737	540	笔记本	intel atom z3770
3890	AMD A4-5100 APU	1346	540	笔记本	amd a4-5100
3891	AMD Turion 64 X2 Mobile TL-52	498	539	笔记本	amd turion 64 x2 mobile tl-52
3892	AMD A4-5050 APU	1328	538	笔记本	amd a4-5050
3893	MT6755V/WS	1389	538	台式机	mt6755v/ws
3894	AMD Athlon 64 X2 Dual-Core TK-42	577	537	台式机	amd athlon 64 x2 dual-core tk-42
3895	Intel Core2 Duo U7300 @ 1.30GHz	503	536	笔记本	intel core2 duo u7300
3896	MT6755	1278	536	台式机	mt6755
3897	MT6761V/CBB	846	536	台式机	mt6761v/cbb
3898	Intel Atom E3845 @ 1.91GHz	1058	536	台式机	intel atom e3845
3899	Intel Core2 Duo U7300 @ 1.30GHz	503	536	笔记本	genuine intel u7300
3900	MT8696	738	535	台式机	mt8696
3901	"Qualcomm Technologies, Inc MSM8994"	932	535	台式机	"qualcomm technologies, inc msm8994"
3902	Intel Pentium N3510 @ 1.99GHz	878	534	笔记本	intel pentium n3510
3903	AMD Opteron 154	457	534	台式机	amd opteron 154
3904	AMD Turion 64 X2 Mobile TL-50	455	532	笔记本	amd turion 64 x2 mobile tl-50
3905	Intel Celeron N2806 @ 1.60GHz	487	532	笔记本	intel celeron n2806
3906	AMD Turion 64 X2 Mobile TL-50	455	532	笔记本	amd turion 64 x2 mobile technology tl-50
3907	MediaTek MT6765G	1501	531	台式机	mediatek mt6765g
3908	AMD A4 Micro-6400T APU	1004	530	笔记本	amd a4 micro-6400t
3909	Intel Pentium T2080 @ 1.73GHz	348	530	笔记本	intel pentium t2080
3910	Intel Celeron 743 @ 1.30GHz	268	529	笔记本	intel celeron 743
3911	Intel Core Duo T2250 @ 1.73GHz	347	529	笔记本	intel core duo t2250
3912	Intel Celeron 3.33GHz	263	528	台式机	intel celeron 3.33ghz
3913	AMD Athlon Neo X2 Dual Core L325	476	527	台式机	amd athlon neo x2 dual core l325
3914	AMD G-T56N	485	527	笔记本	amd g-t56n
3915	Intel Celeron U1900 @ 1.99GHz	1028	527	台式机	intel celeron u1900
3916	ARM Cortex-A72 6 Core 1512 MHz	1190	527	台式机	arm cortex-a72 6 core 1512 mhz
3917	Intel Celeron 1047UE @ 1.40GHz	748	526	台式机	intel celeron 1047ue
3918	"Qualcomm Technologies, Inc MSM8953"	1746	526	台式机	"qualcomm technologies, inc msm8953"
3919	MediaTek MT8166B	939	526	台式机	mediatek mt8166b
3920	Intel Core Duo T2400 @ 1.83GHz	361	525	笔记本	intel core duo t2400
3921	Intel Core Solo T1400 @ 1.83GHz	253	525	笔记本	intel core solo t1400
3922	Mobile AMD Sempron 3200+	245	525	笔记本	mobile amd sempron 3200+
3923	AMD E2-1800 APU	441	524	台式机	amd e2-1800
3924	AMD E-350D APU	486	523	台式机	amd e-350d
3925	MT6761V/CAB	827	523	台式机	mt6761v/cab
3926	MediaTek MT6762V/WR	1475	523	台式机	mediatek mt6762v/wr
3927	Intel Celeron M 520 @ 1.60GHz	215	522	笔记本	intel celeron m 520
3928	"Qualcomm Technologies, Inc SCUBAPIIOT"	1123	522	台式机	"qualcomm technologies, inc scubapiiot"
3929	AMD G-T56E	442	522	笔记本	amd g-t56e
3930	AMD Athlon II Neo N36L Dual-Core	478	521	笔记本	amd athlon ii neo n36l dual-core
3931	Intel Celeron 1019Y @ 1.00GHz	576	521	台式机	intel celeron 1019y
3932	Intel Celeron 847E @ 1.10GHz	584	520	笔记本	intel celeron 847e
3933	MT6755BM	1070	520	台式机	mt6755bm
3934	MT6755V/BM	1219	520	台式机	mt6755v/bm
3935	Intel Celeron U3600 @ 1.20GHz	560	520	笔记本	intel celeron u3600
3936	Intel Atom x5-E8000 @ 1.04GHz	1033	519	笔记本	intel atom x5-e8000
3937	Intel Pentium SU4100 @ 1.30GHz	485	519	笔记本	intel pentium su4100
3938	Intel Xeon 3.40GHz	375	519	台式机	intel xeon 3.40ghz
3939	AMD Opteron 2220 SE	909	519	台式机	amd opteron 2220 se
3940	Intel Atom x5-E8000 @ 1.04GHz	1033	519	笔记本	intel braswell e8000 quad core
3941	AMD GX-415GA SOC	1395	518	笔记本	amd gx-415ga soc
3942	Intel Core Solo T1300 @ 1.66GHz	210	518	笔记本	intel core solo t1300
3943	Spreadtrum SC9863A Board	1607	517	台式机	spreadtrum sc9863a board
3944	Intel Core Duo T2300 @ 1.66GHz	334	516	笔记本	intel core duo t2300
3945	Rockchip RK3566 BOX DEMO V10 ANDROID Board	1058	516	台式机	rockchip rk3566 box demo v10 android board
3946	Intel Pentium Extreme Edition 955 @ 3.46GHz	469	515	台式机	intel pentium extreme edition 955
3947	MediaTek MT6797T	1504	515	台式机	mediatek mt6797t
3948	AMD Athlon 64 X2 QL-67	582	515	笔记本	amd athlon 64 x2 ql-67
3949	Intel Atom C3958 @ 2.00GHz	4281	514	台式机	intel atom c3958
3950	Intel Celeron 3.06GHz	234	514	台式机	intel celeron 3.06ghz
3951	Intel Pentium D 915 @ 2.80GHz	430	513	台式机	intel pentium d 915
3952	Intel Pentium D 915 @ 2.80GHz	430	513	台式机	intel pentium d 2.80ghz
3953	Intel Celeron N2810 @ 2.00GHz	420	512	笔记本	intel celeron n2810
3954	Intel Pentium 4 3.46GHz	295	512	台式机	intel pentium 4 3.46ghz
3955	MT8768WE	1317	512	台式机	mt8768we
3956	Intel Atom C2558 @ 2.40GHz	1424	512	笔记本	intel atom c2558
3957	Unisoc UIS8581A	1633	511	台式机	unisoc uis8581a
3958	AMD Turion 64 Mobile ML-37	334	510	笔记本	amd turion 64 mobile ml-37
3959	AMD E2-7015 APU	672	510	笔记本	amd e2-7015
3960	AMD A4-5000 APU	1288	509	笔记本	amd a4-5000
3961	AMD Opteron 285	956	509	台式机	amd opteron 285
3962	AMD Sempron LE-1100	315	509	台式机	amd sempron le-1100
3963	AMD Sempron LE-1250	301	508	台式机	amd sempron le-1250
3964	Intel Pentium M 2.26GHz	227	508	笔记本	intel pentium m 2.26ghz
3965	"Qualcomm Technologies, Inc SDM439"	1409	508	台式机	"qualcomm technologies, inc sdm439"
3966	Rockchip RK3566 RK817 ZIDOO TABLET LP4X Board	795	508	台式机	rockchip rk3566 rk817 zidoo tablet lp4x board
3967	AMD Opteron 6176 SE	3564	507	台式机	amd opteron 6176 se
3968	Intel Celeron M 723 @ 1.20GHz	267	507	笔记本	intel celeron m 723
3969	AMD Athlon 64 3000+	303	506	台式机	amd athlon 64 3000+
3970	Intel Pentium 4 2.80GHz	236	506	台式机	intel pentium 4 2.80ghz
3971	AMD Athlon 64 X2 Dual Core 3400+	531	505	台式机	amd athlon 64 x2 dual core 3400+
3972	Intel Core2 Duo T5300 @ 1.73GHz	569	505	笔记本	intel core2 duo t5300
3973	MediaTek MT6762V/CB	1377	505	台式机	mediatek mt6762v/cb
3974	AMD Athlon 64 FX-55	404	505	台式机	amd athlon 64 fx-55
3975	AMD Turion X2 Dual Core Mobile RM-70	497	504	笔记本	amd turion x2 dual core mobile rm-70
3976	Intel Atom Z3775 @ 1.46GHz	703	504	笔记本	intel atom z3775
3977	Intel Celeron SU2300 @ 1.20GHz	460	503	笔记本	intel celeron su2300
3978	Intel Pentium U5400 @ 1.20GHz	538	503	笔记本	intel pentium u5400
3979	Intel Core2 Duo U9300 @ 1.20GHz	440	502	笔记本	intel core2 duo u9300
3980	Intel Core Duo L2400 @ 1.66GHz	348	501	笔记本	intel core duo l2400
3981	MT6755M	1229	501	台式机	mt6755m
3982	Intel Pentium M 1.86GHz	222	499	笔记本	intel pentium m 1.86ghz
3983	AMD E1 Micro-6200T APU	600	498	笔记本	amd e1 micro-6200t
3984	Unisoc UIS8581E	1279	498	台式机	unisoc uis8581e
3985	AMD E-450 APU	428	497	笔记本	amd e-450
3986	Intel Pentium D 805 @ 2.66GHz	374	497	台式机	intel pentium d 805
3987	MT8766B	760	497	台式机	mt8766b
3988	Rockchip RK3566 EVB3 DDR3 V10 Board	1003	497	台式机	rockchip rk3566 evb3 ddr3 v10 board
3989	Intel Pentium D 805 @ 2.66GHz	374	497	台式机	intel pentium d 2.66ghz
3990	Intel Celeron 540 @ 1.86GHz	283	496	笔记本	intel celeron 540
3991	MT8165	916	496	台式机	mt8165
3992	AMD E1-7010 APU	577	494	笔记本	amd e1-7010
3993	Intel Pentium 4 2.60GHz	215	494	台式机	intel pentium 4 2.60ghz
3994	Intel Pentium M 1.73GHz	205	494	笔记本	intel pentium m 1.73ghz
3995	Intel Core Duo T2050 @ 1.60GHz	320	493	台式机	intel core duo t2050
3996	Samsung M13 SWA INS 00 board based on EXYNOS850	1269	492	台式机	samsung m13 swa ins 00 board based on exynos850
3997	Rockchip RK3566 RK817 TABLET LP4X Board	942	492	台式机	rockchip rk3566 rk817 tablet lp4x board
3998	AMD Opteron 2218	1036	491	台式机	amd opteron 2218
3999	Intel Atom C2350 @ 1.74GHz	526	491	台式机	intel atom c2350
4000	Intel Atom C2538 @ 2.40GHz	960	491	笔记本	intel atom c2538
4001	Intel Pentium T2060 @ 1.60GHz	330	490	笔记本	intel pentium t2060
4002	AMD Athlon LE-1640	430	489	台式机	amd athlon le-1640
4003	Mobile AMD Sempron 3400+	269	489	笔记本	mobile amd sempron 3400+
4004	MT8365	889	489	台式机	mt8365
4005	AMD Opteron 6174	3697	488	台式机	amd opteron 6174
4006	MT6761V/CD	784	488	台式机	mt6761v/cd
4007	MediaTek MT6762V/WD	1514	487	台式机	mediatek mt6762v/wd
4008	AMD Opteron 152	428	487	台式机	amd opteron 152
4009	AMD E-350	418	487	台式机	amd e-350
4010	AMD Athlon II Neo K325 Dual-Core	417	486	笔记本	amd athlon ii neo k325 dual-core
4011	MT6752	1728	486	台式机	mt6752
4012	Qualcomm MSM8953	1589	486	台式机	qualcomm msm8953
4013	Samsung EXYNOS5433	1099	486	台式机	samsung exynos5433
4014	AMD Turion Neo X2 Dual Core L625	432	486	笔记本	amd turion neo x2 dual core l625
4015	AMD Athlon II Neo K325 Dual-Core	417	486	笔记本	amd athlon ii neo k325
4016	Mobile AMD Athlon 64 3700+	356	485	笔记本	mobile amd athlon 64 3700+
4017	Intel Celeron M 440 @ 1.86GHz	169	485	笔记本	intel celeron m 440
4018	Intel Core2 Duo L7100 @ 1.20GHz	467	484	笔记本	intel core2 duo l7100
4019	MediaTek MT6762V/WB	1352	482	台式机	mediatek mt6762v/wb
4020	MediaTek MT6762G	1179	482	台式机	mediatek mt6762g
4021	VIA Eden X4 C4250 @ 1.2+GHz	904	482	台式机	via eden x4 c4250
4022	Intel Atom x5-Z8350 @ 1.44GHz	912	481	笔记本	intel atom x5-z8350
4023	Intel Celeron 847 @ 1.10GHz	479	481	笔记本	intel celeron 847
4024	Unisoc SC9863a	1359	481	台式机	unisoc sc9863a
4025	MediaTek MT6762V/WA	1445	479	台式机	mediatek mt6762v/wa
4026	Rockchip RK3566 EVB2 LP4X V10 Board	889	478	台式机	rockchip rk3566 evb2 lp4x v10 board
4027	Intel Atom Z3735E @ 1.33GHz	557	478	笔记本	intel atom z3735e
4028	AMD Athlon 64 3300+	375	477	台式机	amd athlon 64 3300+
4029	AMD Sempron LE-1150	251	477	台式机	amd sempron le-1150
4030	Intel Atom E3840 @ 1.91GHz	704	477	台式机	intel atom e3840
4031	MT8766A	935	477	台式机	mt8766a
4032	AMD Opteron 4170 HE	2382	476	台式机	amd opteron 4170 he
4033	Intel Atom Z3560 @ 1.83GHz	690	476	台式机	intel atom z3560
4034	Intel Atom Z3735G @ 1.33GHz	772	476	笔记本	intel atom z3735g
4035	Intel Celeron 857 @ 1.20GHz	569	476	笔记本	intel celeron 857
4036	AMD Athlon LE-1620	421	475	台式机	amd athlon le-1620
4037	AMD Sempron 2650 APU	561	475	台式机	amd sempron 2650
4038	AMD Sempron 2650 APU	561	475	台式机	amd sempron 2650 with radeon r3
4039	AMD E2-6110 APU	1101	474	笔记本	amd e2-6110
4040	Unisoc SC9863A1	972	473	台式机	unisoc sc9863a1
4041	MT6761V/WAB	769	472	台式机	mt6761v/wab
4042	"Qualcomm Technologies, Inc SDA450"	1520	472	台式机	"qualcomm technologies, inc sda450"
4043	MediaTek MT6750T	1138	472	台式机	mediatek mt6750t
4044	Intel Celeron 420 @ 1.60GHz	235	471	台式机	intel celeron 420
4045	AMD Opteron 150	393	471	台式机	amd opteron 150
4046	Samsung A13 EUR OPEN REV02B board based on EXYNOS8	1230	470	台式机	samsung a13 eur open rev02b board based on exynos8
4047	Samsung Exynos 7880	1747	470	台式机	samsung exynos 7880
4048	AMD Turion 64 Mobile ML-44	384	469	笔记本	amd turion 64 mobile ml-44
4049	Mobile Intel Pentium 4 3.20GHz	232	468	台式机	mobile intel pentium 4 3.20ghz
4050	AMD A6-1450 APU	1117	468	笔记本	amd a6-1450
4051	Intel Celeron 530 @ 1.73GHz	268	468	笔记本	intel celeron 530
4052	Intel Celeron M 430 @ 1.73GHz	169	466	笔记本	intel celeron m 430
4053	Rockchip RK3566 EVB1 DDR4 V10 Board	751	466	台式机	rockchip rk3566 evb1 ddr4 v10 board
4054	Spreadtrum SC9853I-IA	734	465	台式机	spreadtrum sc9853i-ia
4055	ARM Cortex-A72 4 Core 1500 MHz	664	463	台式机	arm cortex-a72 4 core 1500 mhz
4056	ARM Cortex-A72 4 Core 1750 MHz	335	463	台式机	arm cortex-a72 4 core 1750 mhz
4057	AMD Athlon 1640B	412	462	台式机	amd athlon 1640b
4058	AMD Athlon 64 3800+	292	461	台式机	amd athlon 64 3800+
4059	AMD E1-2500 APU	595	461	笔记本	amd e1-2500
4060	Intel Atom x5-Z8330 @ 1.44GHz	816	461	笔记本	intel atom x5-z8330
4061	MT6795	1290	461	台式机	mt6795
4062	AC8257V/WAB	740	461	台式机	ac8257v/wab
4063	Intel Celeron 723 @ 1.20GHz	213	460	笔记本	intel celeron 723
4064	AMD G-T48E	432	459	笔记本	amd g-t48e
4065	Intel Atom Z3740D @ 1.33GHz	614	459	笔记本	intel atom z3740d
4066	"Qualcomm Technologies, Inc 450"	1978	459	台式机	"qualcomm technologies, inc 450"
4067	Samsung A13 USA SINGLE REV02B board based on EXYNO	1528	459	台式机	samsung a13 usa single rev02b board based on exyno
4068	Rockchip (Device Tree)	623	459	台式机	rockchip
4069	AMD Athlon X2 Dual Core 3250e	357	458	台式机	amd athlon x2 dual core 3250e
4070	AMD E1-1500 APU	392	458	笔记本	amd e1-1500
4071	ARM Cortex-A17 4 Core 1800 MHz	662	458	台式机	arm cortex-a17 4 core 1800 mhz
4072	Intel Atom x5-Z8300 @ 1.44GHz	818	458	笔记本	intel atom x5-z8300
4073	AMD Sempron 3200+	251	456	台式机	amd sempron 3200+
4074	Intel 2.80GHz	341	456	台式机	intel 2.80ghz
4075	AMD Turion 64 Mobile ML-42	400	455	笔记本	amd turion 64 mobile ml-42
4076	Intel Atom E3827 @ 1.74GHz	460	455	笔记本	intel atom e3827
4077	Intel Celeron J1850 @ 1.99GHz	942	455	台式机	intel celeron j1850
4078	AMD Athlon TF-20	265	454	台式机	amd athlon tf-20
4079	ARM Cortex-A73 6 Core 1992 MHz	1311	454	台式机	arm cortex-a73 6 core 1992 mhz
4080	Generic DT based system	612	453	台式机	generic dt based system
4081	AMD V105	184	452	笔记本	amd v105
4082	ARM Cortex-A72 6 Core 1416 MHz	1046	452	台式机	arm cortex-a72 6 core 1416 mhz
4083	MediaTek MT6761V/WBB	705	452	台式机	mediatek mt6761v/wbb
4084	AMD E1-6015 APU	570	449	笔记本	amd e1-6015
4085	AMD QC-4000	1155	449	笔记本	amd qc-4000
4086	ARM Cortex-A57 4 Core 2091 MHz	1311	449	台式机	arm cortex-a57 4 core 2091 mhz
4087	AMD Sempron 3850 APU	1153	448	台式机	amd sempron 3850
4088	AMD Sempron 3850 APU	1153	448	台式机	amd sempron 3850 with radeon r3
4089	AMD Opteron 6128	2826	447	台式机	amd opteron 6128
4090	Intel Celeron N2910 @ 1.60GHz	773	447	笔记本	intel celeron n2910
4091	Intel Pentium 4 3.60GHz	315	447	台式机	intel pentium 4 3.60ghz
4092	AMD GX-212JC SOC	600	445	笔记本	amd gx-212jc soc
4093	AMD Opteron 275	839	445	台式机	amd opteron 275
4094	AMD Turion Dual-Core RM-75	659	444	笔记本	amd turion dual-core rm-75
4095	Intel Celeron 440 @ 2.00GHz	368	444	台式机	intel celeron 440
4096	AMD Opteron 148	392	443	台式机	amd opteron 148
4097	AMD Athlon Neo MV-40	282	442	台式机	amd athlon neo mv-40
4098	Intel Pentium 4 2.53GHz	162	442	台式机	intel pentium 4 2.53ghz
4099	Intel Core Duo L2300 @ 1.50GHz	387	442	台式机	intel core duo l2300
4100	Intel Celeron U3400 @ 1.07GHz	473	441	笔记本	intel celeron u3400
4101	Intel Celeron 215 @ 1.33GHz	174	440	笔记本	intel celeron 215
4102	Qualcomm MSM8994	805	440	台式机	qualcomm msm8994
4103	AMD Athlon 2800+	291	439	台式机	amd athlon 2800+
4104	ARM Falkor V1/Kryo 8 Core 1900 MHz	1475	437	台式机	arm falkor v1/kryo 8 core 1900 mhz
4105	MT6750V/DN	1271	437	台式机	mt6750v/dn
4106	MediaTek MT6761V/WE	693	436	台式机	mediatek mt6761v/we
4107	Qualcomm APQ 8084 (Flattened Device Tree)	628	436	台式机	qualcomm apq 8084
4108	AMD Athlon 64 3700+	394	435	台式机	amd athlon 64 3700+
4109	Intel Atom Z3745 @ 1.33GHz	621	435	笔记本	intel atom z3745
4110	"Qualcomm Technologies, Inc APQ8096pro"	730	435	台式机	"qualcomm technologies, inc apq8096pro"
4111	Samsung EXYNOS5420	642	435	台式机	samsung exynos5420
4112	AMD Athlon X2 Dual Core L310	379	434	笔记本	amd athlon x2 dual core l310
4113	Intel Celeron M 1.60GHz	190	433	笔记本	intel celeron m 1.60ghz
4114	Mobile AMD Athlon 64 3400+	333	432	笔记本	mobile amd athlon 64 3400+
4115	AMD Opteron 6172	2789	432	台式机	amd opteron 6172
4116	Intel Pentium SU2700 @ 1.30GHz	239	432	笔记本	intel pentium su2700
4117	Intel Celeron 570 @ 2.26GHz	344	431	笔记本	intel celeron 570
4118	Intel Pentium 4 2.66GHz	157	431	台式机	intel pentium 4 2.66ghz
4119	Qualcomm MSM8992	1255	431	台式机	qualcomm msm8992
4120	AMD Athlon XP 3100+	282	431	台式机	amd athlon xp 3100+
4121	Intel Celeron 2.50GHz	164	431	台式机	intel celeron 2.50ghz
4122	AMD Athlon LE-1600	412	430	台式机	amd athlon le-1600
4123	AMD Athlon XP 3200+	281	430	台式机	amd athlon xp 3200+
4124	AMD Opteron 280	765	430	台式机	amd opteron 280
4125	Hisilicon Kirin 930	1415	430	台式机	hisilicon kirin 930
4126	MT6738	692	430	台式机	mt6738
4127	AMD E2-3800 APU	1108	429	笔记本	amd e2-3800
4128	AMD E1-1200 APU	377	429	笔记本	amd e1-1200
4129	AMD Athlon LE-1660	416	428	台式机	amd athlon le-1660
4130	ARM Cortex-A57 4 Core 2014 MHz	1153	428	台式机	arm cortex-a57 4 core 2014 mhz
4131	MediaTek MT8168A	636	428	台式机	mediatek mt8168a
4132	Intel Core2 Duo U7600 @ 1.20GHz	316	427	笔记本	intel core2 duo u7600
4133	Manta	356	426	台式机	manta
4134	ARM Cortex-A72 4 Core 1600 MHz	552	425	台式机	arm cortex-a72 4 core 1600 mhz
4135	Intel Celeron 2.80GHz	190	425	台式机	intel celeron 2.80ghz
4136	Mobile Intel Pentium 4 2.66GHz	182	425	台式机	mobile intel pentium 4 2.66ghz
4137	Intel Core2 Duo U7500 @ 1.06GHz	405	425	笔记本	intel core2 duo u7500
4138	MT6761V/WD	542	423	台式机	mt6761v/wd
4139	Mobile Intel Pentium 4 3.06GHz	220	423	台式机	mobile intel pentium 4 3.06ghz
4140	AMD E1-6010 APU	531	423	笔记本	amd e1-6010
4141	AMD Sempron 3800+	360	422	台式机	amd sempron 3800+
4142	Intel Celeron 807UE @ 1.00GHz	241	421	笔记本	intel celeron 807ue
4143	Intel Atom Z3740 @ 1.33GHz	642	420	笔记本	intel atom z3740
4144	Intel Atom Z3736F @ 1.33GHz	502	419	笔记本	intel atom z3736f
4145	Intel Atom Z3745D @ 1.33GHz	599	419	笔记本	intel atom z3745d
4146	Intel Xeon D-1520 @ 2.20GHz	3324	419	台式机	intel xeon d-1520
4147	MT6757WH	1161	419	台式机	mt6757wh
4148	MT8161AA	857	419	台式机	mt8161aa
4149	"Qualcomm Technologies, Inc SDM450"	1275	418	台式机	"qualcomm technologies, inc sdm450"
4150	MT6762V/CR	1325	418	台式机	mt6762v/cr
4151	AMD Phenom X4 Quad-Core GP-9530	1228	417	台式机	amd phenom x4 quad-core gp-9530
4152	Intel Celeron 2.66GHz	154	417	台式机	intel celeron 2.66ghz
4153	MediaTek MT6753T	1149	416	台式机	mediatek mt6753t
4154	Intel Core Solo T1350 @ 1.86GHz	194	413	笔记本	intel core solo t1350
4155	AMD GX-412HC	1065	412	笔记本	amd gx-412hc
4156	MT6750V/C	1380	412	台式机	mt6750v/c
4157	MediaTek MT6762V/CA	1061	411	台式机	mediatek mt6762v/ca
4158	Qualcomm MSM8939	1105	411	台式机	qualcomm msm8939
4159	AMD Athlon XP 2900+	276	410	台式机	amd athlon xp 2900+
4160	Intel Pentium 4 2.26GHz	151	409	台式机	intel pentium 4 2.26ghz
4161	AMD Athlon XP 2800+	260	408	台式机	amd athlon xp 2800+
4162	AMD Sempron 2800+	243	408	台式机	amd sempron 2800+
4163	AMD Sempron 2500+	207	405	台式机	amd sempron 2500+
4164	MT8768WD	979	404	台式机	mt8768wd
4165	Qualcomm MSM8974	675	404	台式机	qualcomm msm8974
4166	"Qualcomm Technologies, Inc. MSM8940-PMI8940 MTP"	1426	404	台式机	"qualcomm technologies, inc. msm8940-pmi8940 mtp"
4167	MediaTek MT6750V/WT	1112	402	台式机	mediatek mt6750v/wt
4168	Intel Core i5-4470 @ 3.30GHz	1180	401	台式机	intel core i5-4470
4169	AMD Opteron 146	346	400	台式机	amd opteron 146
4170	Mobile AMD Athlon 64 3200+	326	400	笔记本	mobile amd athlon 64 3200+
4171	AMD Opteron 6164 HE	3478	399	台式机	amd opteron 6164 he
4172	AMD Athlon XP 2700+	256	398	台式机	amd athlon xp 2700+
